ID_vuelo;Id_empresa;Tráfico (N/I);Tipo Vuelo;Pasajeros;Carga + Correo (Kg)
2192;56;I;R;10;0
2193;56;I;R;11;0
2194;56;I;R;18;0
2195;56;I;R;60;0
2196;56;I;R;3;0
2197;56;I;R;110;0
2198;56;I;R;9;0
2199;56;I;R;187;0
2200;56;I;R;22;0
2201;56;I;R;8;0
2202;56;I;R;2;0
2203;56;I;R;1;0
2204;56;I;R;115;0
2205;56;I;R;12;0
2206;56;I;R;62;0
2207;56;I;R;14;0
2208;56;I;R;16;0
2209;56;I;R;40;0
2210;56;I;R;191;0
2211;56;I;R;5;0
2212;56;I;R;3;0
2213;56;I;R;103;0
2214;56;I;R;11;0
2215;56;I;R;80;0
2216;56;I;R;3;0
2217;56;I;R;8;0
2218;56;I;R;7;0
2219;56;I;R;1;0
2220;56;I;R;5;0
2221;56;I;R;45;0
2222;56;I;R;7;0
2223;56;I;R;127;0
2224;56;I;R;15;0
2225;56;I;R;15;0
2226;56;I;R;20;0
2227;56;I;R;7;0
2228;56;I;R;85;0
2229;56;I;R;7;0
2230;56;I;R;54;0
2231;56;I;R;15;0
2232;56;I;R;170;0
2233;56;I;R;2;0
2234;56;I;R;8;0
2235;56;I;R;15;0
2236;56;I;R;40;0
2237;56;I;R;16;0
2238;56;I;R;10;0
2239;56;I;R;31;0
2240;56;I;R;4;0
2241;56;I;R;1;0
2242;56;I;R;4140;16160
2243;56;I;R;44;0
2244;56;I;R;70;0
2245;56;I;R;100;0
2246;56;I;R;90;0
2247;56;I;R;4;0
2248;56;I;R;65;0
2249;56;I;R;1;0
2250;56;I;R;60;0
2251;56;I;R;9;0
2252;56;I;R;15;0
2253;56;I;R;2;0
2254;56;I;R;10;0
2255;56;I;R;5;0
2256;56;I;R;99;0
2257;56;I;R;3;0
2258;56;N;R;50;0
2259;56;N;R;2;0
2260;56;N;R;12;0
2261;56;I;R;160;0
2262;56;I;R;16;0
2263;56;I;R;50;0
2264;56;I;R;2;0
2265;56;I;R;73;0
2266;56;I;R;14;0
2267;56;I;R;42;0
2268;56;I;R;4;0
2269;56;I;R;50;0
2270;56;I;R;23;0
2271;56;I;R;220;0
2272;56;I;R;11;0
2273;56;I;R;50;0
2274;56;I;R;115;0
2275;56;I;R;9;0
2276;56;I;R;2;0
2277;56;I;R;2;0
2278;56;I;R;46;0
2279;56;I;R;1;0
2280;56;I;R;15;0
2281;56;I;R;9;0
2282;56;I;R;6;0
2283;56;I;R;126;0
2284;56;I;R;5;0
2285;56;I;R;31;0
2286;56;I;R;7;0
2287;56;I;R;30;0
2288;56;I;R;3;0
2289;56;I;R;5;0
2290;56;I;R;1;0
2291;56;I;R;176;0
2292;56;I;R;4;0
2293;56;I;R;8;0
2294;56;I;R;12;0
2295;56;I;R;16;0
2296;56;I;R;1;0
2297;56;I;R;36;0
2298;56;I;R;13;0
2299;56;I;R;3;0
2300;56;I;R;2;0
2301;56;I;R;5;0
2302;56;I;R;6;0
2303;56;I;R;2;0
2304;56;I;R;3;0
2305;56;I;R;2;0
2306;56;I;R;3;0
2307;56;I;R;13;0
2308;56;I;R;1;0
2309;56;I;R;48;0
2310;56;I;R;1;0
2311;56;I;R;1;0
2312;56;I;R;1;0
2313;56;I;R;20;0
2314;56;I;R;6;0
2315;56;I;R;4;0
2316;56;I;R;65;0
2317;56;I;R;45;0
2318;56;I;R;75;0
2319;56;I;R;2;0
2320;56;I;R;4;0
2321;56;I;R;6;0
2322;56;I;R;16;0
2323;56;I;R;6;0
2324;56;I;R;3;0
2325;56;N;R;50;0
2326;56;I;R;21;0
2327;56;I;R;10;0
2328;56;I;R;110;0
2329;56;I;R;33;0
2330;56;I;R;3;0
2331;56;I;R;10;0
2332;56;I;R;18;0
2333;56;I;R;76;0
2334;56;I;R;26;0
2335;56;I;R;3;0
2336;56;I;R;10;0
2337;56;I;R;5;0
2338;56;I;R;100;0
2339;56;I;R;65;0
2340;56;I;R;3;0
2341;56;I;R;118;0
2342;56;I;R;15;0
2343;56;I;R;115;0
2344;56;I;R;25;0
2345;56;I;R;290;0
2346;56;I;R;53;0
2347;56;I;R;21;0
2348;56;I;R;8;0
2349;56;I;R;2;0
2350;56;I;R;30;0
2351;56;I;R;54;0
2352;56;N;R;1;0
2353;56;N;R;2;0
2354;56;N;R;2;0
2355;56;N;R;4;0
2356;56;N;R;7;0
2357;56;I;R;2;0
2358;56;I;R;2;0
2359;56;I;R;665;0
2360;56;I;R;9;0
2361;56;I;R;5;0
2362;56;I;R;3;0
2363;56;I;R;3;0
2364;56;I;R;2;0
2365;56;I;R;39;0
2366;56;I;R;10;0
2367;56;I;R;25;0
2368;56;I;R;6;0
2369;56;I;R;1;0
2370;56;I;R;10;0
2371;56;I;R;6;0
2372;56;I;R;11;0
2373;56;I;R;5;0
2374;56;I;R;7;0
2375;56;I;R;20;0
2376;56;I;R;13;0
2377;56;I;R;32;0
2378;56;I;R;0;0
2379;56;I;R;48;0
2380;56;I;R;2;0
2381;56;I;R;12;0
2382;56;I;R;9;0
2383;56;I;R;2;0
2384;56;I;R;1;0
2385;56;I;R;13;0
2386;56;I;R;7;0
2387;56;I;R;4;0
2388;56;I;R;2;0
2389;56;I;R;4;0
2390;56;I;R;34;0
2391;56;I;R;60;0
2392;56;I;R;1;0
2393;56;I;R;22;0
2394;56;I;R;9;0
2395;56;I;R;15;0
2396;56;I;R;3;0
2397;56;I;R;10;0
2398;56;I;R;15;0
2399;56;I;R;7;0
2400;56;I;R;12;0
2401;56;I;R;8;0
2402;56;I;R;41;0
2403;56;I;R;1;0
2404;56;I;R;2;0
2405;56;I;R;50;0
2406;56;I;R;3;0
2407;56;I;R;2;0
2408;56;I;R;10;0
2409;56;I;R;7;0
2410;56;I;R;7;0
2411;56;I;R;6;0
2412;56;I;R;2;0
2413;56;I;R;13;0
2414;56;I;R;13;0
2415;56;I;R;5;0
2416;56;I;R;6;0
2417;56;I;R;5;0
2418;56;I;R;2;0
2419;56;I;R;1;0
2420;56;I;R;8;0
2421;56;I;R;47;0
2422;56;I;R;17;0
2423;56;I;R;1;0
2424;56;I;R;2;0
2425;56;I;R;1;0
2426;56;I;R;3;0
2427;56;I;R;1;0
2428;56;I;R;4;0
2429;56;I;R;4;0
2430;56;I;R;7;0
2431;56;I;R;1;0
2432;56;I;R;4;0
2433;56;I;R;6;0
2434;56;I;R;2;0
2435;56;I;R;2;0
2436;56;I;R;5;0
2437;56;I;R;13;0
2438;56;I;R;2;0
2439;56;I;R;78;0
2440;56;I;R;5;0
2441;56;I;R;36;0
2442;56;I;R;1;0
2443;56;I;R;2;0
2444;56;I;R;31;0
2445;56;I;R;56;0
2446;56;I;R;6;0
2447;56;I;R;2;0
2448;56;I;R;3;0
2449;56;I;R;2;0
2450;56;I;R;45;0
2451;56;I;R;4;0
2452;56;I;R;32;0
2453;56;I;R;8;0
2454;56;N;R;8;0
2455;56;I;R;19;0
2456;56;I;R;15;0
2457;56;I;R;40;0
2458;56;I;R;16;0
2459;56;I;R;2;0
2460;56;I;R;270;0
2461;56;I;R;50;0
2462;56;I;R;68;0
2463;56;I;R;36;0
2464;56;I;R;44;0
2465;56;I;R;10;0
2466;56;I;R;4;0
2467;56;I;R;8;0
2468;56;I;R;151;0
2469;56;I;R;59;0
2470;56;I;R;140;0
2471;56;I;R;4;0
2472;56;I;R;4;0
2473;56;N;R;51;0
2474;56;N;R;10;0
2475;56;N;R;10;0
2476;56;N;R;6;0
2477;56;N;R;64;0
2478;56;N;R;91;0
2479;56;N;R;30;0
2480;56;N;R;15;0
2481;56;N;R;6;0
2482;56;I;R;64;0
2483;56;I;R;71;0
2484;56;I;R;18;0
2485;56;I;R;16;0
2486;56;I;R;4798;150473
2487;56;I;R;110;0
2488;56;I;R;26;0
2489;56;I;R;21;0
2490;56;I;R;21;0
2491;56;I;R;32;0
2492;56;I;R;16;0
2493;56;I;R;260;0
2494;56;I;R;6;0
2495;56;I;R;87;0
2496;56;I;R;102;0
2497;56;I;R;64;0
2498;56;I;R;109;0
2499;56;I;R;17;0
2500;56;I;R;54;0
2501;56;I;R;187;0
2502;56;I;R;144;0
2503;56;I;R;16;0
2504;56;I;R;19;0
2505;56;I;R;149;0
2506;56;I;R;11;0
2507;56;I;R;58;0
2508;56;I;R;71;0
2509;56;I;R;139;0
2510;56;I;R;8;0
2511;56;I;R;149;0
2512;56;I;R;8;0
2513;56;I;R;97;0
2514;56;I;R;10;0
2515;56;I;R;6;0
2516;56;I;R;54;0
2517;56;I;R;106;0
2518;56;I;R;4;0
2519;56;I;R;4;0
2520;56;I;R;15;0
2521;56;I;R;6;0
2522;56;I;R;154;0
2523;56;I;R;99;0
2524;56;I;R;10;0
2525;56;I;R;6;0
2526;56;I;R;121;0
2527;56;I;R;36;0
2528;56;I;R;65;0
2529;56;I;R;3087;155335
2530;56;I;R;135;0
2531;56;I;R;220;0
2532;56;I;R;45;0
2533;56;I;R;12;0
2534;56;I;R;10;0
2535;56;I;R;6;0
2536;56;I;R;48;0
2537;56;I;R;72;0
2538;56;I;R;91;0
2539;56;I;R;28;0
2540;56;I;R;45;0
2541;56;I;R;86;0
2542;56;I;R;6;0
2543;56;I;R;7;0
2544;56;I;R;181;0
2545;56;I;R;40;0
2546;56;I;R;31;0
2547;56;I;R;45;0
2548;56;I;R;6;0
2549;56;I;R;168;0
2550;56;I;R;49;0
2551;56;I;R;6;0
2552;56;I;R;100;0
2553;56;I;R;70;0
2554;56;I;R;54;0
2555;56;I;R;60;0
2556;56;I;R;20;0
2557;56;I;R;2;0
2558;56;I;R;36;0
2559;56;I;R;1;0
2560;56;I;R;190;0
2561;56;I;R;81;0
2562;56;I;R;7;0
2563;56;I;R;25;0
2564;56;I;R;8;0
2565;56;I;R;10;0
2566;56;I;R;36;0
2567;56;I;R;91;0
2568;56;I;R;54;0
2569;56;I;R;13;0
2570;56;I;R;158;0
2571;56;I;R;140;0
2572;56;I;R;25;0
2573;56;I;R;4;0
2574;56;I;R;4;0
2575;56;I;R;21;0
2576;56;I;R;5;0
2577;56;I;R;10;0
2578;56;I;R;69;0
2579;56;I;R;8;0
2580;56;I;R;21;0
2581;56;I;R;19;0
2582;56;I;R;6;0
2583;56;I;R;31;0
2584;56;I;R;138;0
2585;56;I;R;30;0
2586;56;I;R;12;0
2587;56;I;R;77;0
2588;56;I;R;21;0
2589;56;I;R;91;0
2590;56;I;R;15;0
2591;56;I;R;12;0
2592;56;I;R;145;0
2593;56;I;R;18;0
2594;56;I;R;92;0
2595;56;I;R;15;0
2596;56;I;R;160;0
2597;56;I;R;5;0
2598;56;I;R;12;0
2599;56;I;R;64;0
2600;56;I;R;21;0
2601;56;I;R;8;0
2602;56;I;R;35;0
2603;56;I;R;31;0
2604;56;I;R;12;0
2605;56;I;R;10;0
2606;56;I;R;5;0
2607;56;I;R;18;0
2608;56;I;R;35;0
2609;56;I;R;3;0
2610;56;I;R;8;0
2611;56;I;R;6;0
2612;56;I;R;3;0
2613;56;N;R;8;0
2614;56;I;R;36;0
2615;56;I;R;4618;46494
2616;56;I;R;709;0
2617;56;I;R;31;0
2618;56;I;R;175;0
2619;56;I;R;8;0
2620;56;I;R;260;0
2621;56;I;R;60;0
2622;56;I;R;6;0
2623;56;I;R;1;0
2624;56;I;R;2;0
2625;57;I;R;18;275
2626;57;I;R;19;547
2627;57;I;R;98;2182
2628;57;I;R;14;445
2629;57;I;R;316;6726
2630;57;I;R;202;5128
2631;57;I;R;344;4677
2632;57;I;R;19;453
2633;57;I;R;718;10497
2634;57;I;R;40;907
2635;57;I;R;18;250
2636;57;I;R;31;309
2637;57;I;R;12;113
2638;57;I;R;2;59
2639;57;I;R;57;637
2640;57;I;R;31;399
2641;57;I;R;113;917
2642;57;I;R;62;825
2643;57;I;R;15;187
2644;57;I;R;8;96
2645;57;I;R;6;91
2646;57;I;R;1;33
2647;57;I;R;187;3419
2648;57;I;R;29;345
2649;57;I;R;34;429
2650;57;I;R;58;719
2651;57;I;R;4;58
2652;57;I;R;2;44
2653;57;I;R;19;432
2654;57;I;R;19;342
2655;57;I;R;75;1999
2656;57;I;R;15;201
2657;57;I;R;120;2541
2658;57;I;R;19;408
2659;57;I;R;5;11
2660;57;I;R;17;371
2661;57;I;R;88;1779
2662;57;I;R;26;586
2663;57;I;R;92;959
2664;57;I;R;141;1793
2665;57;I;R;2;65
2666;57;I;R;30;876
2667;57;I;R;189;3288
2668;57;I;R;113;2322
2669;57;I;R;37;731
2670;57;I;R;4;68
2671;57;I;R;115;2855
2672;57;I;R;1;0
2673;57;I;R;153;941
2674;57;I;R;28;555
2675;57;I;R;50;672
2676;57;I;R;20;241
2677;57;I;R;511;5652
2678;57;I;R;301;4353
2679;57;I;R;800;6011
2680;57;I;R;49;532
2681;57;I;R;334;4279
2682;57;I;R;94;1749
2683;57;I;R;63;580
2684;57;I;R;8;75
2685;57;I;R;144;1692
2686;57;I;R;17;179
2687;57;I;R;517;4158
2688;57;I;R;402;4065
2689;57;I;R;187;2093
2690;57;I;R;11;219
2691;57;I;R;391;2961
2692;57;I;R;63;626
2693;57;I;R;26;178
2694;57;I;R;470;3325
2695;57;I;R;23;546
2696;57;I;R;88;1278
2697;57;I;R;16;342
2698;57;I;R;123;1567
2699;57;I;R;112;1879
2700;57;I;R;368;3541
2701;57;I;R;153;2902
2702;57;I;R;68;1297
2703;57;I;R;50;1240
2704;57;I;R;121;925
2705;57;I;R;1;0
2706;57;I;R;2;0
2707;57;I;R;6;201
2708;57;I;R;23;523
2709;57;I;R;4;38
2710;57;I;R;4;93
2711;57;I;R;24;254
2712;57;I;R;64;717
2713;57;I;R;9;123
2714;57;I;R;8;30
2715;57;I;R;124;1212
2716;57;N;R;1;10
2717;57;N;R;1;13
2718;57;I;R;63;790
2719;57;I;R;1;0
2720;57;I;R;51;458
2721;57;I;R;31;234
2722;57;I;R;4;0
2723;57;I;R;2;37
2724;57;I;R;1;21
2725;57;I;R;24;220
2726;57;I;R;43;523
2727;57;I;R;1;13
2728;57;I;R;59;662
2729;57;I;R;34;342
2730;57;I;R;94;1254
2731;57;I;R;21;123
2732;57;I;R;34;312
2733;57;I;R;32;555
2734;57;I;R;11;50
2735;57;I;R;7;93
2736;57;I;R;22;181
2737;57;I;R;1;19
2738;57;I;R;10;239
2739;57;I;R;10;120
2740;57;I;R;465;5362
2741;57;I;R;30;283
2742;57;I;R;89;643
2743;57;I;R;36;47
2744;57;I;R;2;0
2745;57;I;R;11;115
2746;57;I;R;3;44
2747;57;I;R;38;116
2748;57;I;R;1;13
2749;57;I;R;3;29
2750;57;I;R;6;23
2751;57;I;R;19;195
2752;57;I;R;137;1224
2753;57;I;R;70;608
2754;57;I;R;70;497
2755;57;I;R;5;117
2756;57;I;R;142;1357
2757;57;I;R;7;140
2758;57;I;R;2;15
2759;57;I;R;27;472
2760;57;I;R;3;23
2761;57;I;R;223;2098
2762;57;I;R;47;651
2763;57;I;R;187;797
2764;57;I;R;90;1441
2765;57;I;R;15;370
2766;57;I;R;7;153
2767;57;I;R;115;1911
2768;57;I;R;107;1622
2769;57;I;R;3;46
2770;57;I;R;61;829
2771;57;I;R;18;236
2772;57;I;R;14;216
2773;57;I;R;132;1452
2774;57;I;R;3;75
2775;57;I;R;236;2219
2776;57;I;R;257;3157
2777;57;I;R;189;1914
2778;57;I;R;11;298
2779;57;I;R;1438;12686
2780;57;I;R;16;226
2781;57;I;R;32;134
2782;57;I;R;31;209
2783;57;I;R;10;111
2784;57;I;R;86;994
2785;57;I;R;5;103
2786;57;I;R;799;6693
2787;57;I;R;241;3385
2788;57;I;R;619;5049
2789;57;I;R;6;158
2790;57;I;R;2714;14116
2791;57;I;R;58;959
2792;57;I;R;50;465
2793;57;I;R;21;391
2794;57;I;R;33;790
2795;57;I;R;29;949
2796;57;I;R;18;505
2797;57;I;R;453;8941
2798;57;I;R;102;2444
2799;57;I;R;337;5153
2800;57;I;R;17;533
2801;57;I;R;280;4678
2802;57;I;R;15;374
2803;57;I;R;29;468
2804;57;N;R;8;146
2805;57;N;R;1;0
2806;57;N;R;5;45
2807;57;N;R;1;12
2808;57;I;R;5;20
2809;57;I;R;2;0
2810;57;I;R;2;29
2811;57;I;R;128;1324
2812;57;I;R;65;844
2813;57;I;R;21;185
2814;57;I;R;72;1003
2815;57;I;R;35;389
2816;57;I;R;40;429
2817;57;I;R;112;1238
2818;57;I;R;190;1820
2819;57;I;R;362;3335
2820;57;I;R;5;102
2821;57;I;R;109;937
2822;57;I;R;1;0
2823;57;I;R;2;37
2824;57;I;R;444;4395
2825;57;I;R;40;454
2826;57;I;R;36;312
2827;57;I;R;5;45
2828;57;I;R;5;38
2829;57;I;R;3;30
2830;57;I;R;3;50
2831;57;I;R;18;257
2832;57;I;R;3;36
2833;57;I;R;11;161
2834;57;I;R;3;45
2835;57;I;R;24;359
2836;57;I;R;10;224
2837;57;I;R;19;336
2838;57;I;R;8;8
2839;57;I;R;10;206
2840;57;I;R;1;8
2841;57;I;R;1;29
2842;57;I;R;4;11
2843;57;I;R;11;160
2844;57;I;R;3;0
2845;57;I;R;8;148
2846;57;I;R;320;4371
2847;57;I;R;73;977
2848;57;I;R;176;1359
2849;57;I;R;6;118
2850;57;I;R;4;85
2851;57;I;R;2;34
2852;57;I;R;145;1707
2853;57;I;R;1;16
2854;57;I;R;30;317
2855;57;I;R;1;90
2856;57;I;R;1;11
2857;57;I;R;22;311
2858;57;I;R;12;94
2859;57;I;R;68;706
2860;57;I;R;9;136
2861;57;I;R;1;0
2862;57;I;R;74;1724
2863;57;I;R;280;3673
2864;57;I;R;79;1357
2865;57;I;R;31;615
2866;57;I;R;127;2609
2867;57;I;R;25;435
2868;57;I;R;14;216
2869;57;I;R;70;1352
2870;57;I;R;35;566
2871;57;I;R;3;42
2872;57;I;R;45;825
2873;57;I;R;69;1239
2874;57;I;R;84;1251
2875;57;I;R;209;2618
2876;57;I;R;339;5375
2877;57;I;R;20;276
2878;57;I;R;17;306
2879;57;I;R;236;5396
2880;57;I;R;150;3103
2881;57;I;R;127;2454
2882;57;N;R;1;0
2883;57;N;R;3;0
2884;57;N;R;8;78
2885;57;I;R;3496;37230
2886;57;I;R;340;3733
2887;57;I;R;260;2621
2888;57;I;R;23;211
2889;57;I;R;165;1332
2890;57;I;R;261;1564
2891;57;I;R;181;2817
2892;57;I;R;144;1932
2893;57;I;R;349;6658
2894;57;I;R;110;1298
2895;57;I;R;75;890
2896;57;I;R;9;143
2897;57;I;R;572;7258
2898;57;I;R;384;6260
2899;57;I;R;158;2433
2900;57;I;R;729;11565
2901;57;I;R;153;2448
2902;57;I;R;168;1931
2903;57;I;R;400;5954
2904;57;I;R;309;4109
2905;57;I;R;136;2258
2906;57;I;R;538;7376
2907;57;I;R;33;502
2908;57;I;R;54;1054
2909;57;I;R;94;1061
2910;57;I;R;42;433
2911;57;I;R;505;3712
2912;57;I;R;363;5102
2913;57;I;R;894;7898
2914;57;I;R;193;2426
2915;57;I;R;231;2107
2916;57;I;R;94;728
2917;57;I;R;262;3774
2918;57;I;R;7013;83113
2919;57;I;R;56;913
2920;57;I;R;149;1474
2921;57;I;R;1136;13002
2922;57;I;R;79;516
2923;57;I;R;450;4418
2924;57;I;R;58;1171
2925;57;I;R;41;845
2926;57;I;R;93;1356
2927;57;I;R;20;434
2928;57;I;R;7;116
2929;57;I;R;159;2771
2930;57;I;R;3;52
2931;57;I;R;58;1180
2932;57;I;R;104;589
2933;57;I;R;3;67
2934;57;I;R;27;244
2935;57;I;R;1;28
2936;57;I;R;274;2638
2937;57;I;R;56;712
2938;57;I;R;289;2828
2939;57;I;R;15;156
2940;57;I;R;213;2442
2941;57;I;R;34;553
2942;57;I;R;9;78
2943;57;I;R;15;80
2944;57;I;R;5;23
2945;57;I;R;40;332
2946;57;I;R;8;83
2947;57;I;R;60;315
2948;57;I;R;95;658
2949;57;I;R;362;1852
2950;57;I;R;9;100
2951;57;I;R;256;1376
2952;57;I;R;24;241
2953;57;I;R;16;65
2954;57;I;R;3;46
2955;57;I;R;100;1119
2956;57;I;R;57;502
2957;57;I;R;519;3233
2958;57;I;R;411;2925
2959;57;I;R;79;734
2960;57;I;R;175;1246
2961;57;I;R;173;1321
2962;57;I;R;2;28
2963;57;I;R;4;61
2964;57;I;R;1;23
2965;57;I;R;97;1271
2966;57;I;R;13;178
2967;57;I;R;30;461
2968;57;I;R;1;31
2969;57;I;R;32;390
2970;57;I;R;3;0
2971;57;I;R;106;457
2972;57;I;R;6;145
2973;57;I;R;1;29
2974;57;I;R;1;17
2975;57;I;R;53;641
2976;57;I;R;24;456
2977;57;I;R;77;675
2978;57;I;R;25;420
2979;57;I;R;18;263
2980;57;I;R;4;130
2981;57;I;R;85;1137
2982;57;I;R;40;449
2983;57;I;R;13;166
2984;57;I;R;8;134
2985;57;I;R;18;327
2986;57;I;R;4;112
2987;57;I;R;4;68
2988;57;I;R;5;128
2989;57;I;R;8;155
2990;57;I;R;1;17
2991;57;I;R;15;360
2992;57;I;R;43;1043
2993;57;I;R;22;401
2994;57;I;R;16;403
2995;57;I;R;123;2727
2996;57;I;R;24;528
2997;57;I;R;9;223
2998;57;I;R;5;96
2999;57;I;R;64;1367
3000;57;I;R;88;1256
3001;57;I;R;32;282
3002;57;I;R;33;486
3003;57;I;R;1;8
3004;57;I;R;25;222
3005;57;I;R;22;337
3006;57;I;R;12;326
3007;57;I;R;6;136
3008;57;I;R;60;1241
3009;57;I;R;3;19
3010;57;I;R;12;276
3011;57;I;R;5;87
3012;57;I;R;48;1012
3013;57;I;R;205;4248
3014;57;I;R;5;71
3015;57;I;R;94;2032
3016;57;I;R;73;1307
3017;57;I;R;206;2801
3018;57;I;R;42;879
3019;57;I;R;15;385
3020;57;I;R;46;1087
3021;57;I;R;73;1277
3022;57;I;R;15;295
3023;57;I;R;1;21
3024;57;I;R;4;52
3025;57;I;R;217;1491
3026;57;I;R;262;3571
3027;57;I;R;52;701
3028;57;I;R;22;247
3029;57;I;R;33;424
3030;57;I;R;840;10833
3031;57;I;R;9;196
3032;57;I;R;59;898
3033;57;I;R;25;411
3034;57;I;R;185;1135
3035;57;I;R;75;946
3036;57;I;R;2;68
3037;57;I;R;72;1771
3038;57;I;R;2;33
3039;57;I;R;27;531
3040;57;I;R;3;42
3041;57;I;R;5;85
3042;57;I;R;4;35
3043;57;I;R;49;750
3044;57;I;R;15;230
3045;57;I;R;27;389
3046;57;I;R;45;758
3047;57;I;C;0;34897
3048;57;I;R;257;3295
3049;57;I;R;592;17
3050;57;I;R;1524;23557
3051;57;I;R;355;4083
3052;57;I;R;11372;105412
3053;57;I;R;2971;40120
3054;57;I;R;3124;35642
3055;57;I;R;204;2681
3056;57;I;R;6706;73704
3057;57;I;R;946;11428
3058;57;I;R;383;4189
3059;57;I;R;1;23
3060;57;I;R;85;1663
3061;57;I;R;101;2017
3062;57;I;R;44;1079
3063;57;I;R;130;1975
3064;57;I;R;339;6932
3065;57;I;R;73;864
3066;57;I;R;205;5502
3067;57;I;R;145;2759
3068;57;I;R;71;1650
3069;57;I;R;30;674
3070;57;I;R;9;215
3071;57;I;R;76;2242
3072;57;I;R;126;3073
3073;57;I;R;3;111
3074;57;I;R;125;2649
3075;57;I;R;501;12154
3076;57;I;R;72;1331
3077;57;I;R;17;630
3078;57;I;R;316;6139
3079;57;I;R;90;2493
3080;57;I;R;9;139
3081;57;I;R;8;85
3082;57;I;R;100;1487
3083;57;I;R;34;613
3084;57;I;R;6;180
3085;57;I;R;70;1140
3086;57;I;R;27;802
3087;57;I;R;45;945
3088;57;I;R;125;2731
3089;57;I;R;10;151
3090;57;I;R;177;3512
3091;57;I;R;11;224
3092;57;I;R;94;776
3093;57;I;R;1;25
3094;57;I;R;31;378
3095;57;I;R;7;97
3096;57;I;R;246;2322
3097;57;I;R;90;1412
3098;57;I;R;317;1946
3099;57;I;R;20;486
3100;57;I;R;113;1054
3101;57;I;R;46;933
3102;57;I;R;42;185
3103;57;I;R;17;299
3104;57;I;R;148;1495
3105;57;I;R;54;818
3106;57;I;R;102;845
3107;57;I;R;230;2029
3108;57;I;R;1;23
3109;57;I;R;1;11
3110;57;I;R;71;328
3111;57;I;R;10;102
3112;57;I;R;12;207
3113;57;I;R;36;420
3114;57;I;R;4;41
3115;57;I;R;2;45
3116;57;I;R;18;195
3117;57;I;R;70;1707
3118;57;I;R;114;2067
3119;57;I;R;79;1686
3120;57;I;R;430;7605
3121;57;I;R;253;5240
3122;57;I;R;85;1140
3123;57;I;R;266;6514
3124;57;I;R;193;3295
3125;57;I;R;191;3700
3126;57;I;R;88;1709
3127;57;I;R;7;14
3128;57;I;R;42;523
3129;57;I;R;347;4427
3130;57;I;R;30;553
3131;57;I;R;1012;9363
3132;57;I;R;1086;12819
3133;57;I;R;1674;13903
3134;57;I;R;61;936
3135;57;I;R;917;8498
3136;57;I;R;241;4100
3137;57;I;R;27;545
3138;57;I;R;22;392
3139;57;I;R;120;879
3140;57;I;R;92;1246
3141;57;I;R;156;740
3142;57;I;R;195;1704
3143;57;I;R;2;98
3144;57;I;R;29;59
3145;57;I;R;1;11
3146;57;I;R;70;947
3147;57;I;R;12;188
3148;57;I;R;52;247
3149;57;I;R;29;337
3150;57;I;R;8;88
3151;57;I;R;8;150
3152;57;I;R;88;1559
3153;57;I;R;21;454
3154;57;I;R;67;722
3155;57;I;R;90;1204
3156;57;I;R;9;95
3157;57;I;R;2;30
3158;57;I;R;344;4428
3159;57;I;R;4;115
3160;57;I;R;12;120
3161;57;I;R;8;43
3162;57;I;R;17;222
3163;57;I;R;6;92
3164;57;I;R;24;231
3165;57;I;R;26;176
3166;57;I;R;44;340
3167;57;I;R;28;181
3168;57;I;R;56;368
3169;57;I;R;15;211
3170;57;I;R;147;1091
3171;57;I;R;3;68
3172;57;I;R;35;331
3173;57;I;R;3;63
3174;57;I;R;6;59
3175;57;I;R;7;79
3176;57;I;R;124;1298
3177;57;I;R;27;419
3178;57;I;R;29;478
3179;57;I;R;118;1117
3180;57;I;R;15;110
3181;57;I;R;10;159
3182;57;I;R;22;376
3183;57;I;R;43;1166
3184;57;I;R;108;2257
3185;57;I;R;36;937
3186;57;I;R;923;18402
3187;57;I;R;307;6732
3188;57;I;R;580;6813
3189;57;I;R;33;721
3190;57;I;R;523;8752
3191;57;I;R;35;900
3192;57;I;R;47;868
3193;57;I;R;240;1724
3194;57;I;R;10;199
3195;57;I;R;58;849
3196;57;I;R;2;128
3197;57;I;R;271;2373
3198;57;I;R;200;2071
3199;57;I;R;801;5390
3200;57;I;R;58;943
3201;57;I;R;114;2073
3202;57;I;R;21;394
3203;57;I;R;74;563
3204;57;I;R;2;74
3205;57;I;R;16;260
3206;57;I;R;3;156
3207;57;I;R;99;1817
3208;57;I;R;38;910
3209;57;I;R;32;519
3210;57;I;R;1;23
3211;57;I;R;10;141
3212;57;I;R;12;190
3213;57;I;R;3;105
3214;57;I;R;2;32
3215;57;I;R;2;29
3216;57;I;R;87;991
3217;57;I;R;2;36
3218;57;I;R;9;117
3219;57;I;R;164;2033
3220;57;I;R;1;23
3221;57;I;R;1;0
3222;57;I;R;25;276
3223;57;I;R;7;46
3224;57;I;R;404;2903
3225;57;I;R;230;2130
3226;57;I;R;23;352
3227;57;I;R;2;0
3228;57;I;R;373;2978
3229;57;I;R;42;653
3230;57;I;R;1;0
3231;57;I;R;56;310
3232;57;I;R;2;11
3233;57;I;R;88;503
3234;57;I;R;11;121
3235;57;I;R;183;1096
3236;57;I;R;236;1580
3237;57;I;R;745;3003
3238;57;I;R;17;151
3239;57;I;R;385;2440
3240;57;I;R;30;355
3241;57;I;R;64;522
3242;57;I;R;21;385
3243;57;I;R;43;232
3244;57;I;R;8;104
3245;57;I;R;933;5678
